status_id	created_at	screen_name	text	favorite_count	retweet_count
1371868929438711812	2021-03-16T17:00:15Z	nytimes	Shakespeare in the Park plans to return to New York this summer, the clearest sign yet that the arts intend to come back to the stage — outdoors. https://t.co/owc4KKNCBw	528	113
1371863854150475780	2021-03-16T16:40:05Z	nytimes	"U.S. officials rebuked what they called China's ""destabilizing actions"" during a visit to Japan on Tuesday, setting a confrontational tone for the Biden administration's upcoming talks with Beijing. https://t.co/fc5HvTSgga"	164	44
1371861385349582848	2021-03-16T16:30:16Z	nytimes	"Most snowflakes are rarely what you think of as snowflake-shaped. How do we know what they actually look like?

These photographic approaches, both elaborate and low-tech, show the tiny masterpieces in all their glory. https://t.co/CAuYXqnw8G https://t.co/9kkQ8UWSs7"	372	69
1371857308561588224	2021-03-16T16:14:04Z	nytimes	Making creamy soups in the slow cooker can be tricky. This recipe can help. https://t.co/95bQyYjIX8	222	32
1371853808096141317	2021-03-16T16:00:10Z	nytimes	"Today’s Great Read:

Playing sports meant so much to the writer Keith Gessen. But what does a father do when his 5-year-old son won't take to either skating, soccer or hockey? https://t.co/hnJ6TkFKC4"	96	19
1371851273318891543	2021-03-16T15:50:05Z	nytimes	The U.S. Army is promoting Lt. Col. Yevgeny Vindman, an Army officer who was dismissed from the Trump White House last year as part of its reprisal campaign against his twin brother, Alexander Vindman, who had testified in Donald Trump’s first impeachment. https://t.co/MPVeCm5wr8	753	149
1371848771164905475	2021-03-16T15:40:09Z	nytimes	I wrote about plugging my brain into Peloton, which is engineering a new kind of content: the total curation of the mind. https://t.co/IRXjP5DRmQ	0	39
1371846350762082309	2021-03-16T15:30:32Z	nytimes	"As New York City rushed to vaccinate people against Covid-19, Ambar Keluskar, a pharmacist in Brooklyn, found himself with a vexing problem: 200 spare doses.

He decided to bring them to residents in his community.

https://t.co/CK03kNYkRK"	710	174
1371843719176069121	2021-03-16T15:20:04Z	nytimes	"President Biden’s stimulus package includes the largest single infusion of federal aid that public transportation has ever received, allowing transit leaders from New York to Washington to San Francisco to shelve plans for deep service cuts.
https://t.co/J9pmm2shmk"	343	76
1371843595775401990	2021-03-16T15:19:35Z	nytimes	"3 stories in the @nytimes today: 
-Lawyers say migrants are sleeping on gym mats and foil sheets https://t.co/CByA35Cn3D

-How migration at the border is impacting the House push for Biden's immigration plan
https://t.co/aTDcM7THrB

-And on page one:
https://t.co/sXbtqPqQxV"	0	16
1371842464210894849	2021-03-16T15:15:05Z	nytimes	"These two stories on econ policy in the pandemic (@jeannasmialek
on monetary policy, and me on fiscal) tell a similar story: success in preventing (the very real possibility of) a total collapse, but ambiguity about the future.
https://t.co/TjlftUJ1v6
https://t.co/nD62xQoERs"	0	21
1371841192854425613	2021-03-16T15:10:02Z	nytimes	"The U.S. crafts retailer Michaels ordered stores to remove a book of feminist cross-stitch patterns that it had stocked for Women’s History Month. The decision came after employees found curses in some of the patterns and has prompted a backlash online.
https://t.co/xVeCuxwhXo"	174	55
1371838745150951429	2021-03-16T15:00:19Z	nytimes	"As Amazon faces increased labor unrest, a failed union effort at a Virginia warehouse five years ago has suddenly become relevant. It offers one of the fullest pictures of what encourages Amazon workers to try to unionize — and how they're shut down.
https://t.co/4bVDWJZQDW"	252	82
1371836163397451780	2021-03-16T14:50:03Z	nytimes	"The vaccination roll-out has been complicated by bureaucratic eligibility rules, a shifting understanding of the virus and a sign-up system that can be prohibitively complex.

Here's how one pharmacist in East New York adapted.

https://t.co/1H96moHIeN"	0	49
1371833665651621891	2021-03-16T14:40:07Z	nytimes	Shakespeare in the Park is coming back to New York. Today's news heralds a summer in which prominent American theaters, orchestras and opera companies are heading outdoors for their first in-person productions since the pandemic began. https://t.co/0wr2JAIjMR	0	227
1371832403526885388	2021-03-16T14:35:07Z	nytimes	A French couple have won the Pritzker Prize, architecture’s highest honor, for their work on designing affordable housing out of existing structures. https://t.co/uDV9HU4R7L	1253	270
1371831165087268866	2021-03-16T14:30:11Z	nytimes	"A canceled wedding or missing a child’s first steps may feel insignificant in the context of the pandemic, but experts say these smaller losses need to be grieved.

“There’s no ritual for this grief. It’s not like losing a person, but it is a sadness.”
https://t.co/7WHvQfw7N5"	491	101
1371827376649306121	2021-03-16T14:15:08Z	nytimes	An exclusive report by @georgehsblack about the more than 600,000 gallons the U.S. dropped in Laos, a neutral nation, during the Vietnam War in a spraying campaign that has never been fully documented — and the people who have suffered the consequences https://t.co/goob9x9wsA	0	120
1371824662540390406	2021-03-16T14:04:21Z	nytimes	With design as minimal as replacing the gravel, modifying the traffic and treating the lime trees, Anne Lacaton and Jean-Philippe Vassal have won architecture’s highest honor: the Pritzker Prize.   https://t.co/WZ3JelK92D	0	73
1371823640942157825	2021-03-16T14:00:17Z	nytimes	"The Cherokee Nation had early success with its vaccine rollout. But now it is confronting a public health challenge that looms for the rest of the U.S.: how to vaccinate people who are not eagerly waiting for a shot.
https://t.co/nlEcOhhsYX"	201	50
1371819821562793988	2021-03-16T13:45:07Z	nytimes	"No country in the EU is on pace to reach the goal of vaccinating 70% of its population by September.

The suspension of the use of the AstraZeneca vaccine across much of Europe has further set back the already fraught inoculation campaign.

https://t.co/ZqJlZbxagf"	172	55
1371816034798292997	2021-03-16T13:30:04Z	nytimes	"Museums have at times not reported art thefts, fearing that revealing security weaknesses could damage their reputation or encourage other thefts.

This makes it hard to know exactly how much artwork has gone missing.

https://t.co/bbxxW8L1Ym"	259	62
1371812300408164353	2021-03-16T13:15:14Z	nytimes	"In Opinion

“It would be a travesty if the Supreme Court seat occupied by Justice Breyer was not filled by a replacement chosen by Democrats,” writes Paul Campos, a law professor. “He should announce his retirement immediately.”

https://t.co/6UBE1ye2lw"	265	46
1371808514327392260	2021-03-16T13:00:11Z	nytimes	"Israeli researchers unveiled dozens of newly discovered Dead Sea Scroll fragments containing biblical texts dating back nearly 2,000 years.

The artifacts shed light on the history of Judaism, early Christian life and ancient humankind.
https://t.co/NBmZNh8fYS"	910	259
1371807073894273032	2021-03-16T12:54:28Z	nytimes	"U.S. retail sales declined by 3% in February after a boom in January fueled by stimulus spending.
https://t.co/ikkV3yCk1P"	107	24
1371805961896230916	2021-03-16T12:50:02Z	nytimes	"The House will take its 1st immigration steps this week, but as migrants surge anew at the border, hopes for the 117 Congress are already flickering out

“I just don’t see the politics of it — it’s just too out of control” ⁦@LindseyGrahamSC⁩ says https://t.co/0L3Fs1iWO3"	0	16
1371803454952325120	2021-03-16T12:40:05Z	nytimes	"Moderna has begun a study that will test its Covid vaccine in children under 12, including babies as young as six months, the company said on Tuesday.

The study is expected to enroll 6,750 healthy children in the U.S. and Canada.
https://t.co/fJNJLSpMtW"	1085	308
1371802199706243074	2021-03-16T12:35:05Z	nytimes	"As one contemplates ""Global Britain"" and the integrated review, keep in mind the fury of its nearest presumed allies, the EU, over UK's cavalier attitude toward international law.
https://t.co/MMU7QEfZOp"	0	20
1371800939519225859	2021-03-16T12:30:05Z	nytimes	Mississippi will become the second state to open Covid-19 vaccinations to all of its adult residents. The change takes effect Tuesday. https://t.co/Cvoh1LW9Gr	487	115
1371798420181110788	2021-03-16T12:20:04Z	nytimes	China wants people in the U.S., Britain and elsewhere to get Chinese-made vaccines before applying for visas. But Chinese vaccine makers have not supplied regulators with entire data for safety approval in many of these countries, so vaccines not yet sold. https://t.co/MbiQ1Sz2Xa	0	52
1371795915271499776	2021-03-16T12:10:07Z	nytimes	"Prince Philip, the 99-year-old husband of Queen Elizabeth II, left a London hospital on Tuesday, a month after he was first admitted.
https://t.co/42tTdeZxR8"	617	68
1371793391663583238	2021-03-16T12:00:05Z	nytimes	"As New York City rushed to vaccinate people against Covid-19, Ambar Keluskar, a pharmacist in Brooklyn, found himself with a vexing problem: 200 spare doses.

He decided to bring them to residents in his community.

https://t.co/ZmTcmAAJkV https://t.co/mcOzg2lw2y"	346	67
1371792656435716102	2021-03-16T11:57:10Z	nytimes	"Later this month, the War Legacies Project plans to submit a report of its findings. That’s when the governments of the U.S. and Laos will no longer have any reason to avoid taking long overdue action, @NYTmag reports. 
https://t.co/DasL0vgHQI"	174	42
1371792654804082688	2021-03-16T11:57:10Z	nytimes	"The War Legacies Project is pushing the U.S. and Laos to acknowledge the long-term effects of the spraying, but it has so far been met with bureaucratic rationalizations for inaction. 
https://t.co/DasL0vgHQI https://t.co/1nuZfAanNk"	194	59
1371792651259887620	2021-03-16T11:57:09Z	nytimes	"Of the 517 cases of disabilities and birth defects so far documented by the War Legacies Project in Laos, about three-fourths, like malformed limbs, are linked to exposure to Agent Orange. More than half the cases are children age 16 and under. 
https://t.co/DasL0vgHQI https://t.co/fEqINNYEGI"	168	66
1371792647988387840	2021-03-16T11:57:08Z	nytimes	"In 2017, a group called the War Legacies Project began visiting the villages of ethnic minorities whose homes straddle the Laos-Vietnam border. It was the first time anyone had tried to assess the present-day impact of the defoliant on these groups.
https://t.co/DasL0vgHQI"	142	39
1371792646016995330	2021-03-16T11:57:08Z	nytimes	"An exclusive report in @NYTmag reveals how the U.S. deployed Agent Orange secretly, illegally and in large amounts during the war. At least 600,000 gallons of herbicides, deployed by the U.S., rained down on Laos. 

https://t.co/DasL0vgHQI"	287	138
1371789631977623552	2021-03-16T11:45:09Z	nytimes	"The use of Agent Orange in the neutral nation of Laos by the U.S. during the Vietnam War remains one of the conflict’s last untold stories.

The extent to which the U.S. military broke international agreements has never been fully documented, until now. 
https://t.co/GUCLYMUKeD"	2894	1199
1371785861885476867	2021-03-16T11:30:10Z	nytimes	"Some Democrats are publicly reassessing Barack Obama’s handling of the 2009 financial rescue plan, vowing not to imitate his perceived cautiousness and deference to Republicans.

This re-examination has irked some of the former president’s allies.
https://t.co/6RGV3C2esT"	285	45
1371782078627463171	2021-03-16T11:15:08Z	nytimes	"Joe Grogan, Trump's former DPC director, has been enlisted to get Trump to make a PSA.

“As soon as we found out he was vaccinated, I reached out to Joe Grogan. We very much want him to encourage his supporters to get the vaccine.”

https://t.co/8zBziz1yHE"	0	72
1371778317746069506	2021-03-16T11:00:12Z	nytimes	"Irish soda bread, corned beef, cabbage and much more are included in @nytfood’s St. Patrick’s Day recipe box. 
https://t.co/QAPpv7WiGq"	237	51
1371774511431946243	2021-03-16T10:45:04Z	nytimes	"Prime Minister Prayuth Chan-ocha of Thailand received a dose of AstraZeneca’s coronavirus vaccine on Tuesday.

Some countries have suspended the use of the shot over safety concerns, but others, such as Australia and India, are continuing to administer it.
https://t.co/HDidgfGKnd"	165	41
1371771989489225728	2021-03-16T10:35:03Z	nytimes	Migrant children are sleeping on mats and going without showers as they wait in a Border Patrol tent, 40 to a room, to be processed after arriving at the border. With  @viaSimonRomero @KannoYoungs   https://t.co/VsqNewsYAl	0	102
1371769780387086341	2021-03-16T10:26:16Z	nytimes	"Wyoming has powered the U.S. with coal for generations. Now, one of America's largest wind farms will be built in the state. 

Why are some local conservative lawmakers embracing wind energy? Listen to today’s episode of The Daily.

https://t.co/XGEXPB8yED"	281	62
1371763211331059718	2021-03-16T10:00:10Z	nytimes	"In Romania, an immense conservation project is underway. The ultimate aim: a new national park that will rival its American counterparts.
https://t.co/EGLtcEAw1F"	465	70
1371755648090787842	2021-03-16T09:30:07Z	nytimes	There is no evidence so far of a link between the AstraZeneca shots and a few new cases in Europe of serious illness and deaths. But investigations are underway. https://t.co/z3gXhSYx8Y	208	70
1371753122029314052	2021-03-16T09:20:04Z	nytimes	"New w/ @maggieNYT: Andrew Cuomo wants more time and Joe Biden appears inclined to give it to him — for now.

The men haven't spoken. But vaccine czar storyline is straining POTUS's bid to stay on sidelines.

Plus, a bonus bit for those who read to the end.
https://t.co/Hp1orPbjJu"	0	49
1371751880443973638	2021-03-16T09:15:08Z	nytimes	"Yaphet Kotto, an imposing actor known for playing tough characters in films like “Live and Let Die” and “Alien,” died on Monday in the Philippines. He was 81.
https://t.co/kDVxupSjza"	3981	1344
1371748091129425920	2021-03-16T09:00:05Z	nytimes	Here's a look at some of the highlights worth watching from late-night TV. https://t.co/p435503926	127	19
1371744329706962946	2021-03-16T08:45:08Z	nytimes	Italy, France and Germany temporarily suspend one of Europe's main vaccines, prompting doubts and vaccine skepticism as a third wave of the virus washes over the continent and Italy, a year later, returns to lock down. https://t.co/MGin89w5l3	0	69
1371740559002513408	2021-03-16T08:30:09Z	nytimes	"France will return the only painting by Gustav Klimt in its national collection to the heirs of Nora Stiasny, a Jewish woman who was forced to sell it by the Nazis.

“It is the completion of an act of justice,” France’s culture minister said.
https://t.co/M3pqOkcSAe"	1006	163
1371733014737211393	2021-03-16T08:00:10Z	nytimes	Germany, France, Italy and Spain temporarily halted their use of the AstraZeneca coronavirus vaccine. The company said there is “no evidence” of increased risk of blood clots or hemorrhages among the more than 17 million people who have received the shot. https://t.co/zHGTSWsLy9	230	71
1371717886977445888	2021-03-16T07:00:04Z	nytimes	The largest and strongest dust storm in a decade swept across northern China on Monday, grounding hundreds of flights, closing schools in some cities and casting a ghastly shroud over tens of millions of people. https://t.co/5atDY41a2M https://t.co/g6YHgPPw3Y	268	100
1371702825160413184	2021-03-16T06:00:13Z	nytimes	"Facebook agreed to pay Rupert Murdoch’s News Corp for its journalism content in Australia. 

The deal comes a month after Facebook temporarily blocked news links inside the country over legislation pressing digital giants to compensate publishers. https://t.co/2yPjcdApif"	155	64
1371685770386374659	2021-03-16T04:52:27Z	nytimes	Purdue Pharma submitted its bankruptcy plan, signifying the beginning of the end of the U.S.’s most notorious prescription opioid manufacturer. The plan would end the Sackler family’s control of the company and give revenue to abating the opioid crisis. https://t.co/NQwUNxGN5G	477	108
1371682666425294850	2021-03-16T04:40:06Z	nytimes	Democrats are preparing to push the first pieces of President Biden’s immigration plan through the House this week as a migrant surge threatens to unravel an already delicate coalition. https://t.co/BBrEwwICLX	191	51
1371678126216994816	2021-03-16T04:22:04Z	nytimes	North Korea said that Washington was raising “a stink” on the Korean Peninsula by going forward with joint military exercises with South Korea, taking a confrontational stance in its first official comment on President Biden's administration. https://t.co/UoEccvSbvF	228	71
1371672635705331712	2021-03-16T04:00:15Z	nytimes	Two men were charged with assaulting Brian Sicknick, a Capitol Police officer, with a chemical spray during the Jan. 6 riot, the Justice Department said on Monday. Sicknick died the next day. https://t.co/rf0sPE1bfK	393	80
1371667552196247554	2021-03-16T03:40:03Z	nytimes	President Biden said on Monday that his administration was on pace to achieve two key goals by March 25: 100 million shots of Covid-19 vaccines since his inauguration and 100 million direct payments under his economic relief bill. https://t.co/qMvTEQLn1L	1214	174
1371665051904577536	2021-03-16T03:30:07Z	nytimes	“The boats aren’t changing now. It has gone from a design competition to a psychological competition.” How New Zealand got itself two wins from the America’s Cup, and what it needs to get its boat across the line tonight. https://t.co/TDqs3f0DZF	0	21
1371662536140013569	2021-03-16T03:20:07Z	nytimes	Migrant children are being forced to sleep on gym mats with foil sheets and go for days without showering as the Border Patrol struggles to handle thousands of young Central Americans who are surging across the southwestern border of the U.S. https://t.co/cgeWn5GuYd	606	314
1371657494230106112	2021-03-16T03:00:05Z	nytimes	President Biden has made only a passing comment on the crises that have engulfed Governor Andrew Cuomo. But a prolonged period of Democrats sparring over Cuomo’s future could be problematic for the president. https://t.co/zLRaSDb7Zj	145	25
1371652453544955905	2021-03-16T02:40:03Z	nytimes	Nearly 25 years after the disappearance of the college student Kristin Smart in California, the search for clues in her death has intensified, with investigators on Monday canvassing a property connected to a “prime suspect.” https://t.co/854ecHSr7h	248	52
1371647437811638272	2021-03-16T02:20:07Z	nytimes	There is no evidence so far of a link between the AstraZeneca shots and a few new cases in Europe of serious illness and deaths. But investigations are underway. https://t.co/txVUqrYFMr	260	92
1371642390608408579	2021-03-16T02:00:04Z	nytimes	"The White House is seeking help in urging Republicans to get inoculated. But for now, President Biden isn't turning to his predecessor.
https://t.co/c2phjwKE8Z"	148	23
1371637359800946689	2021-03-16T01:40:05Z	nytimes	Teams arriving in Indiana for the NCAA men’s basketball tournament were supposed to quarantine for two days. Iona, with the association’s blessing, held a practice on its first day. https://t.co/nqlvv3OH2o	99	26
1371632331702820865	2021-03-16T01:20:06Z	nytimes	"In Opinion

""If his prediction comes true and families can have Fourth of July celebrations with their friends this summer, without infecting anybody, that’s... political magic,"" writes Gail Collins on President Biden.
https://t.co/Kd4bmboG6k"	414	70
1371627322856648705	2021-03-16T01:00:12Z	nytimes	"Hundreds of people gathered in Parliament Square in London on Monday to protest violence against women following the murder of Sarah Everard. https://t.co/CdU80QH1Vp
https://t.co/voVDgwmzy0"	464	98
1371622269898866694	2021-03-16T00:40:07Z	nytimes	Growing evidence suggests that people with cancer and other conditions that challenge their immune systems may be incubators of mutant viruses. If true, experts said getting this group vaccinated quickly is even more important. https://t.co/3HRkGcOPEJ	552	203
1371617230543261700	2021-03-16T00:20:05Z	nytimes	Perfect for a breakfast on the run or an afternoon nibble, these bars are lightly sweet and decidedly filling. https://t.co/Ca4Nh06PJY	228	25
1371612221281828866	2021-03-16T00:00:11Z	nytimes	A prominent order of Catholic priests has vowed to raise $100 million to benefit the descendants of the enslaved people it once owned, in one of the largest efforts by an institution to atone for slavery. https://t.co/KDYxybCyTK	1070	301
1371609670486532097	2021-03-15T23:50:03Z	nytimes	"NEW: When B.1.1.7 emerged in late December, the virus had 17 new mutations it had amassed seemingly overnight. How?

The most likely answer: it evolved during a chronic infection in an immunocompromised patient.  1/x

https://t.co/YTkdhbwNMp"	0	186
1371608423083741194	2021-03-15T23:45:05Z	nytimes	"A doctor in Virginia who has been memorializing healthcare workers who have died from Covid said that she would, “like to stop thinking about death all the time.” 

Many Americans share that sentiment. https://t.co/PxMsFtGumr"	433	79
1371606312488951813	2021-03-15T23:36:42Z	nytimes	Stanford was named a top seed in the NCAA women’s basketball tournament. The other No. 1 seeds are UConn, North Carolina State and South Carolina. https://t.co/opahoZSWRg	141	25
1371604683631034368	2021-03-15T23:30:14Z	nytimes	The nominees for the 93rd Academy Awards were announced Monday morning. Most of the top contenders can be watched at home. https://t.co/DFXJ36al6r	190	37
1371600876712960002	2021-03-15T23:15:06Z	nytimes	Ronald DeFeo, who was convicted of killing his parents and four siblings in Amityville, New York, in a 1974 spree that spawned a series of books and movies, including the 1979 film “The Amityville Horror,” died on Friday. He was 69. https://t.co/bAyKUfkdnT	303	103
1371597098597150720	2021-03-15T23:00:06Z	nytimes	Representative Deb Haaland of New Mexico was confirmed on Monday by the Senate as President Biden’s secretary of the Interior, making her the first Native American to lead a cabinet agency. https://t.co/PDCBpX4uLU https://t.co/5iObd8Om3M	1577	259
1371593322763059204	2021-03-15T22:45:05Z	nytimes	"The New York Times Book Review turns 125 this year. Over the years, both the Book Review and the U.S. have evolved, but very often, history was made in our pages.

Here’s a timeline of some of the most historic moments in the Book Review’s 125 years. https://t.co/qqWxouPOB7"	153	19
1371589584757387271	2021-03-15T22:30:14Z	nytimes	Breaking News: The Senate confirmed Deb Haaland as head of the Interior Department, making her the first Native American to lead a cabinet agency. https://t.co/Xkeyoc9J2O	2260	347
1371588054075473920	2021-03-15T22:24:09Z	nytimes	President Biden said that his administration was on pace to achieve two key goals by March 25: 100 million shots of Covid-19 vaccines since his inauguration and 100 million direct payments under his economic relief bill. https://t.co/IYPqwjIDef https://t.co/Q3FuR6SwFR	1062	240
1371587033261572103	2021-03-15T22:20:06Z	nytimes	As Gov. Andrew Cuomo confronts the greatest political crisis of his decade in power, it is clear that his little-known lieutenant governor, Kathy Hochul, has entered a new, challenging and increasingly high-profile phase of her own. https://t.co/Z80H9L3VUq	98	34
1371584511444652034	2021-03-15T22:10:04Z	nytimes	The Russian opposition leader Aleksei Navalny in an Instagram post described a dystopian existence in the prison camp where he will likely spend the next two years, referring to his new confines as “our friendly concentration camp.” https://t.co/pTUK6GYOlh	235	109
1371582020674019338	2021-03-15T22:00:11Z	nytimes	"""Sometimes I wonder if the Asian-American experience is what it's like when you're thinking about everyone else, but nobody else is thinking about you."" Read @NYTMag's profile of Steven Yeun, nominated for an Oscar in the lead actor category for ""Minari."" https://t.co/mzx6JjJMX2"	531	93
1371579473271881734	2021-03-15T21:50:03Z	nytimes	For the first time in nearly 50 years, two Black women are up for the best actress Oscar in the same year. Andra Day is nominated for “The United States vs. Billie Holiday,” and Viola Davis for “Ma Rainey’s Black Bottom.” https://t.co/sWRYIH7qq7 https://t.co/uxlVNVycF4	1136	153
1371578239051763712	2021-03-15T21:45:09Z	nytimes	Museums in Los Angeles are eager to welcome visitors again after being shut for a year. They can operate at 25% capacity, but it may take a few weeks to reopen. https://t.co/Yq8eit0VX8	280	52
1371574491042738188	2021-03-15T21:30:15Z	nytimes	The Biden administration has tried to restart discussions with North Korea over the fate of its nuclear program, but its overtures have not been returned, the White House press secretary said. https://t.co/jAbMp55mZ6	168	49
1371571939630792716	2021-03-15T21:20:07Z	nytimes	"— Oregon’s governor announced that schools should reopen for in-person instruction by the week of March 29 or April 19, depending on grade level.
— Vermont’s governor said two unvaccinated households can now gather at a time. 

See more updates here. https://t.co/eJXpCDi0vY"	0	18
1371570674054074368	2021-03-15T21:15:05Z	nytimes	The Metropolitan Opera has been dark for a year, and its musicians have gone unpaid for almost as long. Now the Met is seeking long-term pay cuts and offering partial pay if they come back to the bargaining table — a proposal the musicians are weighing. https://t.co/2bVCN0s5UK	140	52
1371566948153237505	2021-03-15T21:00:17Z	nytimes	"When my father died.

The day the NBA shut down.

When my husband was laid off and my mom called me wheezing.

Nearly 2,000 people shared the moment when the pandemic became real for them. https://t.co/gvQNNsvM6R"	182	40
1371564383499907072	2021-03-15T20:50:06Z	nytimes	A deal poised to reshape the U.S. newspaper industry has been complicated by a possible new suitor. A Maryland hotel magnate is weighing a bid for Tribune Publishing that could thwart an agreement reached by the New York hedge fund Alden Global Capital. https://t.co/p0DKxiMwuy	61	20
1371561859841675269	2021-03-15T20:40:04Z	nytimes	Two women have been arrested after a viral video showed three Uber passengers coughing on a driver in San Francisco and ripping off his mask. https://t.co/oJ2TjuDWpy	1503	212
1371559372820787201	2021-03-15T20:30:11Z	nytimes	"""I do organize my books, but not alphabetically or by subject,"" says the CNN host Don Lemon. ""I like to create interesting shapes and colors on the shelves. I was doing it before Zoom bookshelves were a thing. Interior designers eat your hearts out."" https://t.co/CgFOs6rwTV"	835	81
1371555585527840771	2021-03-15T20:15:08Z	nytimes	This hearty main needs nothing more than some lightly cooked greens to eat alongside. https://t.co/iJpRx3R4LI	201	39
1371554302506983432	2021-03-15T20:10:02Z	nytimes	The women’s college basketball tournament bracket will be released on Monday night. Here’s a preview. https://t.co/fRrbgQKFy3	44	12
1371553551869222920	2021-03-15T20:07:03Z	nytimes	Why does the burden of women’s safety fall on women, rather than on the men who are the source of most of the violence against them? In the U.K., the “Reclaim These Streets” movement is demanding answers after the killing of Sarah Everard. https://t.co/EjU6QF082s	1108	314
1371551848381943812	2021-03-15T20:00:17Z	nytimes	Though the recession has been painful, U.S. policymakers responded with remarkable force and speed. The result is an economy far stronger than most forecasters expected last spring, even as the pandemic proved much worse than feared. https://t.co/enJYZP4cG7	232	54
1371551175800147976	2021-03-15T19:57:37Z	nytimes	China ha estado recibiendo numerosas solicitudes de vacunas para el coronavirus por parte de funcionarios desesperados de América Latina, donde la pandemia ha sido devastadora y sigue empeorando. https://t.co/DwnGx3iZmI	58	18
1371546768417157122	2021-03-15T19:40:06Z	nytimes	For the first time in Oscars history, more than one woman has been nominated in the best director category in a single year. Chloé Zhao was nominated for “Nomadland” and Emerald Fennell for “Promising Young Woman.” https://t.co/R2yIvBTRCD https://t.co/xU9EtNoQEB	848	102
1371544271967358979	2021-03-15T19:30:11Z	nytimes	Senator Alex Padilla, the son of Mexican immigrants, is the first Latino senator to represent California. We spoke to him about his vision for the office and his push for legalizing five million unauthorized immigrants who are essential workers. https://t.co/GCdYyCCohw https://t.co/MzijGjmnzW	453	86
1371542079831207939	2021-03-15T19:21:28Z	nytimes	Three people were killed and six others were injured when they were struck by a driver in San Diego, the authorities said. The crash occurred in an underpass beneath the San Diego City College campus where homeless people often seek shelter. https://t.co/ONMau8Mutb	101	24
1371540473685360642	2021-03-15T19:15:05Z	nytimes	"When did the pandemic truly hit you? Nearly 2,000 @nytimes readers contributed to this project.

""When my father passed away.""

""When I realized I became an unemployment statistic.""

""When my usually bright and sunny 10yo son started having panic attacks."" https://t.co/kA70Skjsta"	0	43
1371537962010353670	2021-03-15T19:05:06Z	nytimes	“Get your shots, friends,” Gov. Tate Reeves of Mississippi said when he announced that “all Mississippians” will be eligible to receive Covid vaccines starting Tuesday. The change in eligibility presumably extends only to adults. https://t.co/GSIuMCnfyB	355	81
1371536716557848580	2021-03-15T19:00:09Z	nytimes	"""At the Grammys, youth and current relevance have often been treated as inconveniences,"" writes @joncaramanica. But this year, almost all of the performers were under 40, and plenty were under 30. https://t.co/49gA4h5hru"	265	21
1371534180383870977	2021-03-15T18:50:05Z	nytimes	California sued the largest nursing home chain in the U.S., accusing the company, Brookdale Senior Living, of manipulating Medicare’s star-rating system by submitting false information.  https://t.co/3Yhjxux9Ap	198	64
1371531674496987138	2021-03-15T18:40:07Z	nytimes	"""Hope is actually at the core of this four-hour-long marathon of a film — and is also what the film fails to fully understand,"" writes @mayabphillips about the director Zack Snyder’s extended ""Justice League"" cut. https://t.co/FSyPKx4X1Z"	153	25
1371529198444146691	2021-03-15T18:30:17Z	nytimes	Flights were grounded. Schools closed. And a ghastly shroud covered tens of millions of people in China — from Xinjiang in the west to the Bohai Sea — when the strongest and largest sandstorm in decades arrived after weeks of smog. https://t.co/moIVzojSWM https://t.co/tNnlrrdOQF	102	31
1371524119171325953	2021-03-15T18:10:06Z	nytimes	The world-renowned cellist Yo-Yo Ma gave a surprise concert at a vaccination site in Massachusetts during the 15 minutes he spent under observation after his second Covid-19 vaccine. https://t.co/GNFU1wIUr6 https://t.co/heagR96lCO	5393	947
1371521647837130755	2021-03-15T18:00:17Z	nytimes	"Emerald Fennell is one of the two women nominated in the Best Director category. Read @NYTMag's profile of the brilliant “Promising Young Woman” director, who brings macabre feminist wit to experiences that no one wants to talk about.
https://t.co/UEuX81kk4Q"	174	25
1371519079404683273	2021-03-15T17:50:04Z	nytimes	A proposal that would grant the police in Britain more powers to control protests has renewed scrutiny from opposition lawmakers and rights groups after officers in London clashed with women attending  a memorial vigil on Saturday for Sarah Everard. https://t.co/EDNNRldR12	169	39
1371517826855493639	2021-03-15T17:45:06Z	nytimes	"In Opinion

""China deserves our condemnation,"" writes Senator Mitt Romney. But ""prohibiting our athletes from competing in China is the easy, but wrong, answer."" https://t.co/AcFu7wcSbp"	143	35
1371515295517540356	2021-03-15T17:35:02Z	nytimes	"BREAKING: California's top prosecutor just sued Brookdale, the country's largest chain of senior living communities, for gaming the 5-star rating system. 

The result, prosecutors said, was Brookdale “has been awarded higher star ratings than it deserved.”
https://t.co/HfLS3kSo7b"	0	80
1371514046369955845	2021-03-15T17:30:04Z	nytimes	Riz Ahmed is the first Muslim nominated for the best lead actor Oscar. The British actor spent nearly a year learning American Sign Language and how to play the drums for his role in “Sound of Metal.” https://t.co/gbghlJlA5I	1964	299
1371512777777541125	2021-03-15T17:25:02Z	nytimes	Germany, France and Italy paused use of AstraZeneca’s vaccine over concerns that it might be tied to blood clots. Experts haven't found a causal link between the vaccine and blood clots. https://t.co/xJZRQY0udd	375	211
1371510287103361026	2021-03-15T17:15:08Z	nytimes	Pulling off successful men’s and women’s college basketball tournaments during a pandemic is “going to be complicated and difficult,” an NCAA basketball official said. Financially, it may be essential. https://t.co/VEFPVU5jJr	80	13
1371507748593090566	2021-03-15T17:05:03Z	nytimes	"The NCAA basketball tournaments thrill, infuriate, delight and fuel delusions of every sort. We help you navigate the chaos. 
— How to fill out your bracket
— The tournaments’ pandemic rules 
— Best matchups, and where to watch them
https://t.co/W2f4dF7WTe"	115	19
