user_id,screen_name,status_id,text,created_at,day,month,year,is_quote,is_retweet,favorite_count,retweet_count,quote_count
939091,JoeBiden,1444068124421144580,We are going to deliver for the American people. https://t.co/w5lBtYCUoq,2021-10-01T22:34:05Z,1,10,2021,FALSE,TRUE,0,2579,NA
939091,JoeBiden,1443964473941925893,Let me be clear: No hardworking American should be paying more in taxes than entire tech or oil companies. It’s long past time corporations pay their fair share.,2021-10-01T15:42:12Z,1,10,2021,FALSE,TRUE,0,5001,NA
939091,JoeBiden,1443366490158272517,"We have a path to usher in a new era of economic growth that benefits everybody, not just those at the top, with the Build Back Better Agenda and Bipartisan Infrastructure Deal.",2021-09-30T00:06:02Z,30,9,2021,FALSE,FALSE,32306,4549,NA
939091,JoeBiden,1443362778836779008,My Build Back Better Agenda and the Bipartisan Infrastructure Deal are overwhelmingly supported by the American people. We are working to get this done. https://t.co/p5lcLcTHgV,2021-09-29T23:51:17Z,29,9,2021,FALSE,TRUE,0,3710,NA
939091,JoeBiden,1443332006742568967,"The Bipartisan Infrastructure Deal and the Build Back Better Agenda will create good-paying jobs and lower costs for families. 

Together they will grow the economy for everybody.",2021-09-29T21:49:00Z,29,9,2021,FALSE,FALSE,23061,3375,NA
939091,JoeBiden,1443286545608454153,"This is the moment to make sure all of us—not just the wealthy few at the top—are dealt in and share the benefits of a growing economy. This is our opportunity to not just build back, but build back better for all Americans.",2021-09-29T18:48:22Z,29,9,2021,FALSE,FALSE,21376,3185,NA
939091,JoeBiden,1442984974328627203,"Our Build Back Better Agenda will strengthen our economy by lowering taxes on the working and middle class, and reducing the cost of child care, housing, and higher education.

We will grow our economy from the bottom up and the middle out.",2021-09-28T22:50:01Z,28,9,2021,FALSE,FALSE,15895,2354,NA
939091,JoeBiden,1442965340653121537,"As my friend, American hero Representative John Lewis, reminded us shortly before he passed, 'Democracy is not a state. It is an act.’ This National Voter Registration Day, and every day, we are committed to defending, strengthening, and expanding the sacred right to vote.",2021-09-28T21:32:00Z,28,9,2021,FALSE,FALSE,27806,4332,NA
939091,JoeBiden,1442918811116523521,"Last year, 55 of the largest corporations paid zero dollars in federal income taxes on over $40 billion of profits.

It’s time for big corporations to finally pay their fair share.",2021-09-28T18:27:07Z,28,9,2021,FALSE,FALSE,20028,2715,NA
939091,JoeBiden,1442896187770564609,"We have the power to build the country we hope to leave to our children and grandchildren—and it starts at the ballot box.

On this National Voter Registration Day, check that your voter registration status is up to date at https://t.co/Hy8C4n0lUk.",2021-09-28T16:57:13Z,28,9,2021,FALSE,FALSE,9867,1672,NA
939091,JoeBiden,1442617142222917633,"Today I got my COVID-19 booster shot—and just like my first and second dose, it was safe and easy. 

Get vaccinated. Together, can we save lives and beat this virus. https://t.co/gtNAQqmOoj",2021-09-27T22:28:23Z,27,9,2021,FALSE,FALSE,44863,3981,NA
939091,JoeBiden,1442600939022602243,The wealthy don’t need another tax cut. Our Build Back Better agenda will create an economy that works for those who built America: the middle class.,2021-09-27T21:24:00Z,27,9,2021,FALSE,FALSE,22449,3201,NA
939091,JoeBiden,1442581561300426756,We need to reward work in this country—not just wealth.,2021-09-27T20:07:00Z,27,9,2021,FALSE,FALSE,57951,5672,NA
939091,JoeBiden,1442521593289138180,"Join @DrBiden and @TheDemocrats for a virtual town hall tonight to discuss our Build Back Better Agenda, upcoming elections, and what Democrats need to do to win in 2022. RSVP now→
https://t.co/AotPstgKgL",2021-09-27T16:08:43Z,27,9,2021,FALSE,FALSE,4784,831,NA
939091,JoeBiden,1442495747329560576,I’ll be getting my COVID-19 booster shot — and I encourage everyone who’s eligible to get theirs as well. https://t.co/l6Gmo0G8OO,2021-09-27T14:26:01Z,27,9,2021,FALSE,TRUE,0,2504,NA
939091,JoeBiden,1442272522775400448,"Over 182 million Americans have already done the right thing and are fully vaccinated as of today.  

To the other 70 million eligible Americans who have yet to get their first shot: get vaccinated. It can save your life. https://t.co/V5pz14zBQP",2021-09-26T23:39:00Z,26,9,2021,FALSE,FALSE,14532,2267,NA
939091,JoeBiden,1442255280109195264,"The families of our fallen men and women in uniform understand the true and painful price of freedom — coping with loss and unspeakable grief. Today, on Gold Star Mother’s and Family’s Day, we recognize their enduring pain and honor their resilience.",2021-09-26T22:30:29Z,26,9,2021,FALSE,TRUE,0,3447,NA
939091,JoeBiden,1442220684407676929,"Millionaires and billionaires are paying a lower tax rate than teachers and firefighters. We’re going to restore fairness to the tax code, give working people a much-needed tax cut, and make the investments that will grow our economy for years to come.",2021-09-26T20:13:00Z,26,9,2021,FALSE,FALSE,53288,7333,NA
939091,JoeBiden,1442184451362988034,"Our Build Back Better Agenda will cut taxes for the middle class, lower costs for working families, create more jobs, and sustain economic growth for years to come. 

And the most important part? No one making under $400,000 will pay a penny more in taxes.",2021-09-26T17:49:02Z,26,9,2021,FALSE,FALSE,20549,3342,NA
939091,JoeBiden,1442146441993064449,"If you don’t qualify for the booster, or you got the Moderna and Johnson &amp; Johnson vaccines: if you’re fully vaccinated, you’re highly protected from severe illness even if you get COVID-19. https://t.co/1FbMCy9san",2021-09-26T15:18:00Z,26,9,2021,FALSE,FALSE,10060,1594,NA
939091,JoeBiden,1441939328939302912,"Climate change is all around us. From hurricanes and unprecedented flooding to historic wildfires, we’ve seen its effects firsthand all summer. 

We have a chance to stop climate change’s worst effects, but we have to act right now. We must pass our Build Back Better Agenda.",2021-09-26T01:35:00Z,26,9,2021,FALSE,FALSE,18756,2904,NA
939091,JoeBiden,1441899064556204033,"We’ve made so much progress during the past eight months of this pandemic, and now we face a critical moment. We have the tools and we have the plan—we just have to finish the job together as one nation. 

Please, get vaccinated.",2021-09-25T22:55:00Z,25,9,2021,FALSE,FALSE,30005,4067,NA
939091,JoeBiden,1441871636731293701,"While typical working Americans pay their taxes, the top 1% evade an estimated $160 billion in taxes each year.
 
It’s wrong—and it’s past time the ultra-wealthy and corporations paid their fair share.",2021-09-25T21:06:01Z,25,9,2021,FALSE,FALSE,35934,5608,NA
939091,JoeBiden,1441848758321438723,The majority of Americans who were fully vaccinated with the Pfizer vaccine are now eligible to receive a booster shot six months after they've received their second shot. https://t.co/6vVAhppz8u,2021-09-25T19:35:06Z,25,9,2021,FALSE,FALSE,11482,1729,NA
939091,JoeBiden,1441803436291416069,"For too long, our economy has worked great for those at the top, while the hardworking people who built this country have been cut out of the deal. Our Build Back Better Agenda will deal working people back in.",2021-09-25T16:35:01Z,25,9,2021,FALSE,FALSE,23677,3325,NA
939091,JoeBiden,1441542463613718528,"Folks, we’re facing an urgent choice: do we keep an economy that serves the wealthiest and biggest corporations—or finally give middle class families a fair shot?

Our Build Back Better agenda is our moment to prove to the American people that their government works for them.",2021-09-24T23:18:00Z,24,9,2021,FALSE,FALSE,33546,4828,NA
939091,JoeBiden,1441532146082934785,"The majority of Americans who were fully vaccinated with Pfizer can receive a booster shot at least 6 months after their second shot. This includes people over 65, those with underlying medical conditions, and those in frontline jobs.",2021-09-24T22:37:00Z,24,9,2021,FALSE,TRUE,0,4312,NA
939091,JoeBiden,1441125220916420611,The Bipartisan Infrastructure Deal is a blue-collar blueprint to rebuild America that will help make our historic economic recovery a historic long-term boom.,2021-09-23T19:40:02Z,23,9,2021,FALSE,FALSE,18879,2657,NA
939091,JoeBiden,1441068624048017410,"Our Build Back Better Agenda will bring down the everyday costs that have for years been taking a bigger and bigger bite out of middle-class families’ incomes: health care, prescription drug costs, child care, education, housing, or caring for an elderly relative or loved one.",2021-09-23T15:55:08Z,23,9,2021,FALSE,FALSE,15564,2298,NA
939091,JoeBiden,1440816012719312899,"As we fight COVID-19 here at home, we need to continue our efforts overseas. That’s why today, I announced we’re increasing our total vaccine donation to over 1.1 billion doses — more than every other country combined.
 
That’s American leadership on the global stage.",2021-09-22T23:11:21Z,22,9,2021,FALSE,TRUE,0,3732,NA
939091,JoeBiden,1440683552753033216,"We stand at an inflection point in history. The United States intends to work with partners and allies to answer these questions and help lead the world toward a more peaceful, prosperous future for all people. https://t.co/3JYwybRezw",2021-09-22T14:25:00Z,22,9,2021,FALSE,FALSE,10772,1436,NA
939091,JoeBiden,1440481472855494657,"As we pursue diplomacy across the board, the U.S. will champion the democratic values that go to the very heart of who we are as a nation and a people—freedom, equality, opportunity, and a belief in the universal rights of all people. 

It's stamped into our DNA as a nation.",2021-09-22T01:02:00Z,22,9,2021,FALSE,FALSE,15526,1948,NA
939091,JoeBiden,1440453789090152458,"For the first time in 20 years, the United States is not at war. We’ve turned the page.

All the unmatched strength, energy, commitment, will, and resources of our nation are now fully and squarely focused on what’s ahead of us, not what was behind. https://t.co/4n3HlIiUlY",2021-09-21T23:12:00Z,21,9,2021,FALSE,FALSE,17801,2627,NA
939091,JoeBiden,1440428877822660608,"As we recover from this crisis, we must put in place a long-term plan to increase opportunities with better jobs and higher wages; a plan that will lower the everyday costs that strain our budgets and our nation’s families.

Our Build Back Better Agenda will get it done.",2021-09-21T21:33:01Z,21,9,2021,FALSE,FALSE,11187,1573,NA
